,id,publication,title,author,date,body,Henk Bodrogi,Elian Karel,Silvia Marek,Mandor Vann,Isia Vann,Lucio Jakab,Lorenzo Di Stefano,POK,GAStech
385,445,The Wrap,ELIAN KAREL DEAD IN PRISON KRONOS,,2009-06-20,"ABILA, Kronos - Elian Karel, age 28, died Friday whereas illegitimate incarcerated at the prison of the city Abila. Karel were in former days kept on the year on frauduleuze belastingontwijkingslasten after its arrest on 12 March.
Its solicitor, Michale Kraft made notice Friday during a conference of the afternoon press.
We know details still no. What I can tell you am that then I yesterday left Elian after meeting with him in the prison he in excellent health and good spirits was. He thought in the next days and the return of its work with the guards of Kronos are delivered, and had been aroused the guards of task continue Kronos to which he are life dedicated. I can you insure that the death of Elian with all resources will be examined at onzer arrangement and will be brought responsibly that to justice.
The verdedigers of started POK and others collecting outside the police force mail as spread out news.
I cannot believe, the Kriste Brontes aforesaid by its cracks, we were at the collection in March. He looked at and sounded this way good. He was this way optimistic that the changes came. WHO POK is able now lead?
Karel, of Elodis, were geïmpliceerdn with the task POK since he was young. He was only one couple year parent then Juliana Vann, a friend who died in 1998, of toxin poisoning which is caused by illegitimate of the Tethyn company GAStech to dump.
The question to the office of the President, the office of the minister of justice and the office of the LEADER of police force had not immediately returned.",0,1,0,0,0,0,0,1,1
583,623,Kronos Star,Protest Turns Violent in Abila,Marcella Trapani,2009-06-20,"ABILA, Kronos - A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death. Karel, who had been awaiting trial for tax evasion, was found dead in his jail cell yesterday morning.
The POK assembly began peacefully enough with the usual chanted slogans and waving of protest signs, but then one young rabble-rouser grabbed a bullhorn and began inciting the crowd to violence. The crowd smashed windows and vandalized shops in the Siopa area, set fires in the streets, and clashed with police. Additional police forces responded to contain the chaos and they were forced to use rubber bullets and tear gas in order to disperse the crowds.
President Kapelou's office released a statement about the rally, stating, ""This sort of violence will not be condoned. Destruction and violence is no way to achieve peace and change - these things are in opposition to each other. The Protectors of Kronos must resume peaceful means; all other approaches are unjustifiable.""",0,1,0,0,0,0,0,1,0
840,95,News Online Today,ELIAN KAREL DEAD IN KRONOS JAIL,,2009-06-20,"ABILA, Kronos -Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison. He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life.
Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",0,1,0,0,0,0,0,1,0
506,554,All News Today,ELIAN KAREL DEAD IN KRONOS JAIL,,2009-06-20,"ABILA, Kronos -Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison. Karel was being held on fraudulent tax evasion charges after his arrest on March 12 earlier this year. What I can tell you is that when I left Elian yesterday after meeting with him in the prison he was in excellent health and good spirits. He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life. I can assure you that Elian's death will be investigated with all the resources at our disposal and those responsible will be brought to justice.""
Karel, from Elodis, had been involved with the POK mission since he was young. He was only a few years older than Juliana Vann, a friend who died in 1998 of toxin poisoning caused by illegal dumping from the Tethyn company GAStech.
Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",0,1,0,0,0,0,0,1,1
96,185,The Abila Post,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,,2009-06-20,"ABILA, Kronos - Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.
The activists are protesting the death yesterday of Elian Karel, a Protector of Kronos (POK) activist who died in jail after being arrested for tax evasion. However, the protests have turned violent with smashed windows and vandalized shops.
Countless shop windows smashed in and around Siopa, the downtown shopping area. A general sense of chaos broke out with chanting protesters, fires, and fleeing citizens.
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination. Several buildings were defaced with the above mentioned slogans as well.
The Kronos government issued a statement, ""This sort of violence will not be condoned. Destruction and violence is no way to achieve peace and change - these things are in opposition to each other. The Protectors of Kronos must resume peaceful means; all other approaches are unjustifiable.""",0,1,0,0,0,0,0,1,0
118,204,News Online Today,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,,2009-06-21,"ABILA, Kronos - Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination.",0,1,0,0,0,0,0,0,0
71,162,The Guide,The protest gives violent return in Abila,,2009-06-21,"ABILA, Kronos - a meeting of hundreds of protestors allied with ""protectors the movement of Kronos"" given return to the violence today as the angry activists expressed their displeasure in the innocent citizens of Abila after hearing the news of the death of Elian Karel of the POK leader. Karel, that was been waiting the test for the fiscal evasion, was found dead in its cell of the jail yesterday in the morning.
The POK assembly began enough Pacific with the mottos and to shake sung generally of the samples of the protest, but then a young person shakes-rouser grasped bullhorn and began to urge the crowd to the violence. The crowd broke windows and destroyed stores in the area of Siopa, it fixed fires to the streets, and clashed with police. The additional forces of the police responded to contain the chaos and were forced to use the bullets and the tear gas of rubber to disperse to the crowds.
The office of president Kapelou sent a declaration on the meeting, indicating, ""this class of violence will not be pardoned. The destruction and the violence are not no way to reach peace and the change - these things are in the opposition the one to the other. The protectors of Kronos must reassume pacific means; the rest of the approaches is unjustifiable.""",0,1,0,0,0,0,0,1,0
234,309,Worldwise,The protest turns violent one in Abila,,2009-06-21,"ABILA, Kronos - a gathering of the hundreds of protestateurs combined with ""guards the movement of Kronos"" turned to violence today as the annoyed activists exhaled their dissatisfaction on the innocent citizens with Abila after having heard the news of died of Elian Karel of the Chief of POK. Karel, which had awaited the test for tax avoidance, was found died in its cell of prison yesterday morning.
The pok started rather peacefully with the slogans and to undulate usual singers of the signs of protest, but then young person brews-rouser seized a foghorn and started to encourage crowd with violence. Crowd broke windows and vandalized stores in the area of Siopa, put fires in the streets, and was opposed with the police force. The additional forces of police force answered to contain chaos and they were forced to employ the balls and teargas out of rubber in order to disperse crowd.
The office of the President Kapelou' S.A. released a report/ratio about the gathering, stating, ""this kind of violence will not be forgiven. The destruction and violence are not any manner of carrying out peace and the change - these things are in the opposition between them. The guards of Kronos must take again peaceful means; all other approaches are unjustifiable.""",0,1,0,0,0,0,0,1,0
395,454,News Online Today,LEADERSHIP CHANGE FOR POK,,2009-06-21,"ABILA, Kronos – Following the unexpected death of Elian Karel, Silvia Marek has taken over the leadership role of the Protectors of Kronos. Elian Karel died while in police custody on 19 June.",0,1,1,0,0,0,0,1,0
46,14,News Online Today,Protest Turns Violent in Abila,,2009-06-21,"ABILA, Kronos - A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death.
The POK assembly began peacefully enough with the usual chanted slogans and waving of protest signs, but then one young rabble-rouser grabbed a bullhorn and began inciting the crowd to violence.",0,1,0,0,0,0,0,1,0
287,357,The Orb,ELIAN KAREL DIED IN PRISON OF KRONOS,,2009-06-21,"ABILA, Kronos - Elian Karel, age 28, died Friday while illegally imprisoned with the prison of town of Abila. Karel was held on the fraudulent expenses of tax avoidance after its arrest on March 12 earlier this year.
Its agent, Michale Kraft made the advertisement Friday during a press conference of midday.
""We still do not know any detail. What I can say you is that when I left Elian yesterday after meeting it in the prison it was in excellent health and the good spirits. It hoped to be released in the days to come and the return to its work with the guards from Kronos, and was excited to continue the guards of the mission of Kronos to which it devoted its life. I can ensure you that the death of Elian will be studied with all resources at our disposal and these persons in charge will be brought to justice.""
The defenders of the POK and others started to collect apart from the police station like diffusion of news.
""I cannot believe it,"" Kriste Brontes called by his tears, ""we were with the gathering in March. It looked at and seemed so good. It was so optimistic that the changes came. Who will be able to carry out POK now?""
Karel, of Elodis, had been implied mission of POK since it was young. It was only a few years more than Juliana Vann, a friend who died in 1998 of the toxin poisoning caused by emptying illegal company GAStech de Tethyn.
Calls at the office of the president, the office of the Minister for justice and the office of the chief of the police force were not immediately turned over.",0,1,0,0,0,0,0,1,1
189,269,Daily Pegasus,ELIAN KAREL DIED IN KRONOS JAIL,,2009-06-21,"ABILA, Kronos - Elian Karel, age 28, died Friday whereas incarcerated illegally in the prison of the city of Abila. Karel was sharp in fraudulent loads of the fiscal evasion after its halting the 12 of March earlier this year.
His lawyer, Michale Kraft did the warning Friday during a press conference of the noon.
""We still do not know any details. What I can say you you are that one when I left Elian yesterday it satisfied after it with in the prison he was in excellent health and good alcohol. He hoped to be sent in the days next and the return to his work with the protectors of Kronos, and was excited to continue the protectors of the mission of Kronos to which he dedicated his life. I can assure to him that the death of Elian will be investigated with all the resources in our disposition and those people in charge will be brought to justice.""
Those in favor of the POK and others began to collect outside the police station of police like extension of the news.
""I cannot believe it,"" Kriste Brontes said through his rasgones, ""we were in the meeting in march. It seemed and sounded so good. It was so optimistic that the changes came. Who will be able to now lead POK""
Karel, of Elodis, been had implied with the POK mission since it was young. It was only some years older than Julian Vann, friend who died in 1998 of the envenenamiento of the caused toxin to unload illegal of the company GAStech de Tethyn.
The calls to the office of the president, the office of the minister of justice and to the office of the head of the police were not returned immediately.",0,1,0,0,0,0,0,1,1
781,801,News Desk,THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,,2009-06-21,"ABILA, Kronos - the protests burst around the Kronos government bldg. separately, the city in, and elsewhere round Abila which babbles eventually in and violence increase.
The activists protest death yesterday of Elian Karel, a guard of the activist Kronos (of POK) that in prison after is arrested for belastingontwijking died. However, the protests with broken windows and vandalized shops have violently twisted.
Innumerable shop windows which break in and around Siopa, it shopping area the binnenstad. A general meaning of chaos broke out fires with the chanting of protesters, and escaping citizens.
An uniting topic of protesters was chanted slogans including justice for Elian in reference to activist Elian Karel earlier mentioned and reminds Juliana, a young little girl of Elodis who died according to reports in 1998, to the impact of water pollution. Different bldg. became also geschend with the aforesaid slogans.
The government Kronos gave a declaration from, this type violence will not forgive to become. Destruction and violence are no manner peace and reach change - these things are in opposition to each other. The guards of Kronos must resume peaceful resources; all other approaches are not justify.",0,1,0,0,0,0,0,1,0
718,745,Central Bulletin,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,,2009-06-21,"ABILA, Kronos - Protests erupted around the Kronos government buildings, downtown, and elsewhere around Abila eventually escalating into riots and violence.
The activists are protesting the death yesterday of Elian Karel, a Protector of Kronos (POK) activist who died in jail after being arrested for tax evasion. However, the protests have turned violent with smashed windows and vandalized shops.
Countless shop windows smashed in and around Siopa, the downtown shopping area. A general sense of chaos broke out with chanting protesters, fires, and fleeing citizens.
A unifying theme of the protesters was the chanted slogans including ""Justice for Elian"" in reference to previously mentioned activist Elian Karel and ""Remember Juliana"", a young girl from Elodis who died in 1998 allegedly from the effects of water contamination. The Protectors of Kronos must resume peaceful means;",0,1,0,0,0,0,0,1,0
113,20,The Truth,The turns of the protest violently in Abila,,2009-06-21,"ABILA, Kronos - a collection of hundreds of protestors which is united with the guards of movement Kronos which is twisted today to violence since the boze activists their dissatisfaction on the onschuldige citizens of Abila after hearing the news of POK the death of leidersElian Karel ventilated. Karel, which had waited for test for belastingontwijking, were found in its morning of prison cell dead yesterday.
The assembly POK started peacefully enough with usual chanted slogans and undulating protest signs, but when rabble - rabble-rouser one youngsters started seized bullhorn and the calling mob to violence. The mob break windows and vandalized shops fires determined on the Siopa area, in the streets, and bluntest with police force. The extra politiekrachten answered to contain chaos and they were forced rubber balls and use traangas to spread the mob.
The office of president Kapelou's released a declaration concerning the collection, explaining, this type will not forgive violence to become. Destruction and violence are no manner peace and reach change - these things are in opposition to each other. The guards of Kronos must resume peaceful resources; all other approaches are not justify.",0,1,0,0,0,0,0,1,0
283,353,World Source,Profile: Elian Karel,,2009-06-22,"<<deleted image of Elian Karel speaking at a rally in Abila>>
Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday.
The leader of a forbearant environmental activist group, Karel had started a brand of politics all his own, that propelled the POK into the spotlight of this island nation.
Fueled by a growing dissatisfaction with the heavy-handed Kronosian government, he started driving the POK into an action-based organization, instead of one waiting for their government to make things aright.
Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May. Karel died Wednesday while serving time in jail.
Rather charismatic, Karel was able to inspire a crowd and draw attention to the POK social and political agenda. likened the POK to a terrorist group in a press interview, Karel quipped, ""Sanjorge is a brilliant leader of GAStech.",0,1,0,0,0,0,0,1,1
318,385,The Explainer,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABILA,,2009-06-22,"ABILA, Kronos - the protests entered eruption around the buildings of the government of Kronos, towards downtown, and another part around Abila that extended possible in uproars and violence.
The activists are protesting the death yesterday of Elian Karel, protector of the activist of Kronos (POK) that died in jail after being arrested for the fiscal evasion. Nevertheless, the protests have given to violent return with the broken windows and the destroyed stores.
The countless windows of the store broke in and around Siopa, the centric area of purchases. A general sense of the chaos exploded with the demonstrators who sang, fires, and the citizens who fled.
A subject of the unification of the demonstrators was the mottos sung including ""justice for Elian"" in reference to the activist previously mentioned Elian Karel and ""to remember Julian"", a young girl of Elodis that died in 1998 alleged of the effects of the contamination of the water. Several buildings were disfigured with the aforesaid mottos also.
The government of Kronos published a declaration, ""this class of violence will not be pardoned. The destruction and the violence are not no way to reach peace and the change - these things are in the opposition the one to the other. The protectors of Kronos must reassume pacific means; the rest of the approaches is unjustifiable.""",0,1,0,0,0,0,0,1,0
157,24,International Times,Profile: Elian Karel,,2009-06-22,"<<deleted image of Elian Karel speaking at a rally in Abila>>
Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; a figure of disdain and rabblerousing for others, and a political concern to the Kronosian government, within an event filled year, accented by his suspicious death on Friday.
The leader of a forbearant environmental activist group, Karel had started a brand of politics all his own, that propelled the POK into the spotlight of this island nation.
Fueled by a growing dissatisfaction with the heavy-handed Kronosian government, he started driving the POK into an action-based organization, instead of one waiting for their government to make things aright.
Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May. Karel died Wednesday while serving time in jail. The government of Kronos refuses comment on the circumstances of his death.
Rather charismatic, Karel was able to inspire a crowd and draw attention to the POK social and political agenda. He could also tickle the funny bone of his audiences. Once, after GAStech CEO Sten Sanjorge Jr. likened the POK to a terrorist group in a press interview, Karel quipped, ""Sanjorge is a brilliant leader of GAStech. Do you know why he takes a ladder with him to the supermarket? He heard that food prices in Abila are really high.""
However, his ability to engage ultimately with the strong armed Kronos government had never been clear. It is also unclear who will take his mantle in the POK now he is gone.",0,1,0,0,0,0,0,1,1
63,155,News Online Today,Profile: Elian Karel,,2009-06-22,"<<deleted image of Elian Karel speaking at a rally in Abila>>
Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some;
Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May. Karel died Wednesday while serving time in jail.",0,1,0,0,0,0,0,1,1
188,268,The Continent,Profile: Elian Karel,,2009-06-23,"<<deleted picture of Elian Karel speaking at a collection in Abila>>
The voice of protest what, popularistdemagogue became others, guards of Kronos LEADER Elian Karel a martyr and collecting point for what; a figure of contempt and the rabblerousing for an others, and political care to the government Kronosian, within an event filled year, which is accentuated by its verdachte dead on Friday.
The LEADER of forbearant environment activist group, Karel had started an already mark of policy of him, which POK in the projector of this island nation operated.
With fuel actie-gebaseerde provide organization, instead of floating one guard for their government to solicit aright to make by a growing dissatisfaction with the awkward government Kronosian, started he POK in on.
Doing embers of the campaign of Juliana Vann, revive 10 the one person whose birthday it is little girl that to sicknesses died which to overheid-goedgekeurde are attributed the industry waste streams of the company GASTech in 1998, Karel was arrested and was thrown in prison dam for hoofdkwartier GAStech in May, human put, after pOK-In a functioning. Karel died Wednesday whereas serving time in prison. The government of Kronos refuses comment on the circumstances of its dead.
Rather charismatic, Karel could inspire a mob and the attention establishes POK on the social and political programme. He was possible also tickle the funny leg of its public. As soon as, after Jr. of GAStech CEO Sten Sanjorge POK a terrorist group in a press conversation, Karel quipped, Sanjorge is a brilliant LEADER of GAStech compared with. Weet you why he takes a ladder with him to the hypermarket? He heard that the food prices in Abila. really high is
However, to its capacity eventually with the strong armed government to hire to Kronos never clear had been. It is also unclear who is man mantel in POK take he have been now gone.",0,1,0,0,0,0,0,1,1
320,387,Everyday News,Profile: Elian Karel,,2009-06-23,"<<deleted the image of Elian Karel that spoke in a meeting in Abila>>
The voice of the protest for some, demagog for others, protective of popularist of the leader Elian Karel de Kronos became martyr and a point of the meeting for some; a figure of the disdain and rabblerousing for others, and a political preoccupation to the government of Kronosian, within a filled year event, accentuated by its suspicious death Friday.
The leader of an environmental group forbearant of the activist, Karel had begun a trade name of the policy all his the own ones, that drove the POK in the projector of this nation of the island.
Supplied of fuel by a displeasure every greater time with the severe government of Kronosian, he began to lead the POK in a action-based organization, instead of whom he hoped his government to do aright of the things.
Reviving the live coals of the Julian Vann to campaign, the girl of 10 years who died of the diseases attributed to the industrial useless currents of the government-favored corporation of GASTech in 1998, Karel was arrested and sent in the jail that follows an POK-initiated human barricade in front of the headquarters of GAStech in May. Karel died Wednesday whereas it served time in jail. The government of Kronos rejects the commentary on the circumstances of his death.
Something charismatic, Karel could inspire to a crowd and draw the attention to the social and political agenda of POK. It could also cosquillear the amused bone of his hearings. Once, after the Jr of the CEO Sten Sanjorge de GAStech compared the POK to a group of the terrorist in an interview of the press, Karel quipped, ""Sanjorge is a leader shining of GAStech. You know because he takes to a scale with him the supermarket? He heard that the prices of food in Abila are really high.""
Nevertheless, its capacity to hook in last instance with the intimidated government of Kronos never had been clear. She is also confused who will now take its layer in the POK goes that it.",0,1,0,0,0,0,0,1,1
56,149,World Journal,Profile: Elian Karel,,2009-06-23,"<<deleted the image of Elian Karel speaking with a gathering in Abila>>
The voice of the protest for some, the demagog of popularist for others, guards of the Chief Elian Karel de Kronos became a gathering martyrdom and point for some; a figure of scorn and rabblerousing for others, and a political concern with the government of Kronosian, in one year filled by event, accentuated by its suspicious death Friday.
The chief of an environmental group forbearant of activist, Karel had begun a mark of the policy all his clean, which propelled the POK in the projector of this nation of island.
Filled of fuel by a dissatisfaction growing with regard to the awkward government with Kronosian, it started to lead the POK in an organization action-based, instead of one awaiting their government to make the aright things.
By ressuscitant embers of Juliana Vann to make countryside, the 10 year old girl who died of the diseases allotted to the industrial jets of reject of the government-favoured company of GASTech in 1998, Karel was stopped and thrown in prison according to a human stopping of road POK-launched in front of registered offices of GAStech in May. Karel died Wednesday while serving time in prison. The government of Kronos refuses the comment on the circumstances of its death.
Rather charismatic, Karel could inspire a crowd and draw attention to the social and political agenda of POK. It could also tickle the funny bone of its assistances. Once, after Jr. of Sten Sanjorge of PRESIDENT de GAStech compared the POK with a group of terrorist in an interview of pressure, Karel scoffed, ""Sanjorge is a brilliant chief of GAStech. Do you know why it takes a scale with him with the supermarket? It heard that the prices of foodstuffs in Abila are really high.""
However, its capacity to engage in finally the government makes violence of Kronos had never been clear. It is also not very clear which will take its coat in the POK now that it went.",0,1,0,0,0,0,0,1,1
519,566,News Online Today,NO PROGRESS ON INVESTIGATION OF POK LEADER DEATH,,2009-08-12,"ABILA, Kronos – When the official coroner’s report was released last month about the death of POK leader Elian Karel there was no mention of the wounds observed on Karel’s body by eyewitnesses. The official cause of death is sudden cardiac arrest. It looks like the death of Karel will be swept under the same rug that hides the graft and corruption that has increasingly plagued our country for the last several years.",0,1,0,0,0,0,0,1,0
793,812,The Abila Post,ANNIVERSARY OF PROTESTS,,2010-06-13,"ABILA, Kronos - Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist. Officials fear a repeat of last year's violent activities around the city on the upcoming anniversary of Karel's death on June 19.
Government officials issued a brief statement assuring the people of Abila that their ""safety is of the utmost importance. Go about your business as usual. Groups like the Protectors of Kronos operate by fear, attempting to change lives and government through fear. Your government will not back down to fear-mongering.""
The brief government statement ended there with a promise not to back down to protesters, if there are indeed protests. Hagar Awelon, a shop-owner in Siopa district of Abila heavily impacted by last year's events, responded to the government statement: ""They [Government of Kronos] must do more than they did last year. My windows were smashed, my goods destroyed or stolen, and my son was attacked when he defended the store. They must do more.""",0,1,0,0,0,0,0,1,0
310,378,News Online Today,ANNIVERSARY OF PROTESTS,,2010-06-14,"ABILA, Kronos - Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist. Hagar Awelon, a shop-owner in Siopa district of Abila heavily impacted by last year's events, responded to the government statement: ""They [Government of Kronos] must do more than they did last year.",0,1,0,0,0,0,0,1,0
268,34,Central Bulletin,ANNIVERSARY OF PROTESTS,,2010-06-14,"ABILA, Kronos - Last year spontaneous protests and riots broke out around Abila in response to the death of Elian Karel, a Protectors of Kronos (POK) activist. Officials fear a repeat of last year's violent activities around the city on the upcoming anniversary of Karel's death on June 19.
Government officials issued a brief statement assuring the people of Abila that their ""safety is of the utmost importance. Groups like the Protectors of Kronos operate by fear, attempting to change lives and government through fear.
The brief government statement ended there with a promise not to back down to protesters, if there are indeed protests. Hagar Awelon, a shop-owner in Siopa district of Abila heavily impacted by last year's events, responded to the government statement: ""They [Government of Kronos] must do more than they did last year.",0,1,0,0,0,0,0,1,0
262,334,The Explainer,ANNIVERSARY OF PROTESTS,,2010-06-14,"ABILA, Kronos - the spontaneous protests and uproars the last year exploded around Abila in answer to the death of Elian Karel, the protectors of the activist of Kronos (POK). The civil employees fear a repetition of the violent activities of the year last around the city in the next anniversary of the death of Karel the 19 of June.
The officials of the government published a brief declaration who assured people Abila that its ""security is fundamental. To go as usual on its business. The groups as the protectors of Kronos work by fear, trying to change to lives and the government with fear. His government will not move down fear-mongering backwards.""
The brief declaration of the government finished there with a promise of not moving down backwards to the demonstrators, if there are in fact protests. Hagar Awelon, to make buy-owner in districto of Siopa de Abila affected heavy by the events of the last year, responded to the declaration of the government: ""[Government of Kronos] must do more than they made the year last. My windows were broken, my destroyed merchandize or were robbed, and attacked my son when he defended the warehouse. They must do more.""",0,1,0,0,0,0,0,1,0
102,190,News Desk,ANNIVERSARY OF PROTESTS,,2010-06-15,"ABILA, Kronos - previous year vomit the spontaneous protests and babble around Abila in reply to the death of Elian Karel from, guards of the activist Kronos (of POK). The civil servants fear a recurrence of the violent activities of previous year around the city on the pleasing anniversary of the death of Karel on 19 June.
Civil servants of the government gave that to a short declaration from people insuring of Abila their security of the largest importance are. Concern your matter usual. The groups such as the guards of Kronos continue working apprehension, which tries living and government change apprehension. Your government to vrees-mongering.
The short government declaration concluded there with a promise to scratch if to protesters, there are indeed protests. Hagar Awelon, a shop owner in district Siopa van Abila that by the events of previous year is influenced heavily, answered to the government declaration: They [government of Kronos] must do more than they previous year. My windows were break, stolen my goods destroyed or, and my zoon was attacked then he the rise defended. They must do more.",0,1,0,0,0,0,0,1,0
208,286,News Online Today,"IN REMEMBRANCE: THE DEATH OF ELIAN KAREL, A YEAR LATER",,2010-06-19,"ABILA, Kronos -One year ago today a young man in search of a brighter future for his countrymen died in a cold, cement prison. Instead, sometime in the early morning hours of 19 June, Elian Karel died with injuries inexplicable with the official cause of death. Unnamed sources close to the investigation, however, have provided witness testimony that Karel's body showed signs of blunt force trauma, abrasions and lacerations which occurred within hours before his death.",0,1,0,0,0,0,0,0,0
746,770,Homeland Illumination,"IN REMEMBRANCE: THE DEATH OF ELIAN KAREL, A YEAR LATER",Petrus Gerhard,2010-06-19,"ABILA, Kronos -One year ago today a young man in search of a brighter future for his countrymen died in a cold, cement prison. He was attended only by apathetic guards who had been charged with detaining him pending an investigation for tax fraud. Instead, sometime in the early morning hours of 19 June, Elian Karel died with injuries inexplicable with the official cause of death.
The report released by the Abila City Coroner in July 2010 attributed Karel's death to sudden cardiac arrest, and the investigation was closed shortly thereafter. Unnamed sources close to the investigation, however, have provided witness testimony that Karel's body showed signs of blunt force trauma, abrasions and lacerations which occurred within hours before his death.
Police have denied anything unusual happened in Karel's death and city officials claim the accusations of murder and wrongful death are asserted by POK rabble-rousers attempting to incite instability and violence.
In the year since Karel's death the Protectors of Kronos have continued the mission to demand that the Kronos government implement a policy of transparency in government business, and to hold accountable the foreign companies that have contaminated Kronosian natural resources.
Supporters continue to mass in public places, determined that their cries for justice be heard. Now intermixed with chants of ""Remember Juliana!"" one can also hear cries ""Remember Elian!""",0,1,0,0,0,0,0,1,0
455,508,Kronos Star,POK Protest at Abila Police Headquarters,Marcella Trapani,2010-06-20,"ABILA, Kronos - A Protectors of Kronos demonstration was held in front of Abila police headquarters yesterday morning. The POK had gathered in memorialize their former leader, Elian Karel, who died of natural causes in jail last year. POK supporters carried signs with pictures of Karel and Juliana Vann, chanted slogans, and lit candles.
The peaceful demonstration turned violent when two POK members accosted a man who attempted to enter the building on business. The POK members hit him with a bottle, which knocked him to the ground and gave him a bloody gash on his forehead. Abila police attempted to gain control of the situation by using bullhorns to call for the peaceful dispersal of the crowd, but the crowd responded to their calls by hurling insults along with a few rocks at the officers. Police used tear gas to end the gathering, but a handful of die-hard POK members urged the crowd into melee with the officers. Additional security forces had to be summoned to help contain the situation as the violence escalated. When the tear gas finally cleared, six POK member were arrested on charges of assault on civil authorities and inciting a crowd to violence. Three police officers were treated at Abila General Hospital for wounds received in the fight.
""We had been concerned that Silvia Marek's weak leadership is allowing the POK to be taken over by criminals and hooligans. Today's events show that our concerns were valid,"" said police spokesman Adrien Carman. Marek replaced Elian Karel as the popular figurehead of the POK movement last summer.",0,1,1,0,0,0,0,1,0
472,523,The Orb,"IN THE MEMORY: The DEATH Of ELIAN KAREL, ONE YEAR AFTERWARDS",,2010-06-21,"ABILA, Kronos - one today there is year a young man in the search of a more luminous future for its compatriots died in a cold, prison of cement. It was been useful only by the apathetic guards which had been charged to hold it while waiting for a research for the fraud of taxes. Instead of that, formerly in the hours early of morning of June 19, Elian Karel died with unexplainable damage with the official cause of death.
The report/ratio released by the death of Karel allotted of coroner of town of Abila in July 2010 to the sudden stop, and seeks it was enclosed soon then. The anonymous sources close to research, however, provided the testimony of witness that the body of Karel showed with signs of trauma blunted, abrasions and lacerations of force what occurred in hours before its death.
The police force refused with something not very common product in the death of Karel and the civils servant of city claim the charges of the murder and unjustified death are affirmed by POK brew-rousers to try to encourage instability and violence.
By year since the death of Karel the guards of Kronos continue the mission to require that the instrument of government of Kronos a policy of transparency in businesses of government, and to hold responsible the alien companies which soiled the natural resources of Kronosian.
The defenders continue to pile up in the public places, given that their cries for justice are heard. Now intermingled with sings ""remember Juliana!"" one can also intend cries ""to remember Elian!""",0,1,0,0,0,0,0,1,0
